 L  L'   F   D  Om  Lm  Lv  Le  LM  Lj  Ls  Lu  Ln  Pa    PS       PC        ES       EC
 0   0   0   0   0   0   0   7  -8   0   0   0   0   2   0.0000  -0.0004   -0.0002   0.0000
 0   0   0   0   0   0   0   3   0  -3   0   0   0   0   0.0018  -0.0003    0.0000   0.0000
 0   0   0   0   0   0   0   3   0  -3   0   0   0   2   0.0009  -0.0011   -0.0005  -0.0004
 0   0   0   0   0   0  -2   6   0   0   0   0   0   2  -0.0008   0.0000    0.0000   0.0004
 0   0   0   0   0   0  -6   7   0   0   0   0   0   1   0.0003   0.0000    0.0000  -0.0001
 0   0   0   0   0   0   6  -7   0   0   0   0   0   0   0.0000   0.0009    0.0000   0.0000
 0   0   0   0   0   0   0   6  -6   0   0   0   0   2   0.0006  -0.0009   -0.0004  -0.0002
 0   0   0   0   0   0   0   3   0  -2   0   0   0   0  -0.0004  -0.0012    0.0000   0.0000
 0   0   0   0   0   0   0   3   0  -2   0   0   0   2   0.0067  -0.0091   -0.0039  -0.0029
 0   0   0   0   0   0   0   5  -4   0   0   0   0   2   0.0030  -0.0018   -0.0008  -0.0013
 0   0   0   0   0   0   3  -2   0   0   0   0   0   0   0.0000   0.0000    0.0000   0.0000
 0   0   0   0   0   0   3  -2   0   0   0   0   0   2   0.0000  -0.0114   -0.0050   0.0000
 0   0   0   0   0   0   0   3   0  -1   0   0   0   2   0.0000   0.0000    0.0000   0.0023
 0   0   0   0   0   0   0   3   0  -1   0   0   0   2   0.0517   0.0016    0.0007  -0.0224
 0   0   0   0   0   0   0   3   0   0  -2   0   0   2   0.0000  -0.0007   -0.0003   0.0000
 0   0   0   0   0   0   0   4  -2   0   0   0   0   2   0.0143  -0.0003   -0.0001  -0.0062
 0   0   0   0   0   0   0   3   0   0  -1   0   0   2   0.0029   0.0000    0.0000  -0.0013
 0   0   2  -2   1   0   0   1   0  -1   0   0   0   0  -0.0004   0.0000    0.0000   0.0002
 0   0   0   0   0   0  -8  16   0   0   0   0   0   2  -0.0006   0.0000    0.0000   0.0003
 0   0   0   0   0   0   0   3   0   2  -5   0   0   2   0.0005   0.0012    0.0005  -0.0002
 0   0   0   0   0   0   0   7  -8   3   0   0   0   2  -0.0025   0.0000    0.0000   0.0011
 0   0   0   0   0   0   0  -5  16  -4  -5   0   0   2  -0.0003   0.0000    0.0000   0.0001
 0   0   0   0   0   0   0   3   0   0   0   0   0   2   0.0000   0.0004    0.0002   0.0000
 0   0   0   0   0   0   0  -1   8  -3   0   0   0   2  -0.0022   0.0012    0.0005   0.0010
 0   0   0   0   0   0  -8  10   0   0   0   0   0   2   0.0050   0.0000    0.0000  -0.0022
 0   0   0   0   0   0  -8  10   0   0   0   0   0   1   0.0000   0.0007    0.0004   0.0000
 0   0   0   0   0   0  -8  10   0   0   0   0   0   2   0.0000   0.0003    0.0001   0.0000
 0   0   0   0   0   0   0   2   2   0   0   0   0   2  -0.0004   0.0004    0.0002   0.0002
 0   0   0   0   0   0   0   3   0   1   0   0   0   2  -0.0005  -0.0011   -0.0005   0.0002
 0   0   0   0   0   0  -3   8   0   0   0   0   0   2   0.0000   0.0004    0.0002   0.0000
 0   0   0   0   0   0  -5   5   0   0   0   0   0   1   0.0004   0.0017    0.0009  -0.0002
 0   0   0   0   0   0   5  -5   0   0   0   0   0   0   0.0059   0.0000    0.0000   0.0000
 0   0   0   0   0   0   5  -5   0   0   0   0   0   1   0.0000  -0.0004   -0.0002   0.0000
 0   0   0   0   0   0   5  -5   0   0   0   0   0   2  -0.0008   0.0000    0.0000   0.0004
 0   0   0   0   0   0   2   0   0   0   0   0   0   0  -0.0003   0.0000    0.0000   0.0000
 0   0   0   0   0   0   2   0   0   0   0   0   0   1   0.0004  -0.0015   -0.0008  -0.0002
 0   0   0   0   0   0   2   0   0   0   0   0   0   2   0.0370  -0.0008    0.0000  -0.0160
 0   0   0   0   0   0   0   7  -7   0   0   0   0   2   0.0000   0.0000   -0.0003   0.0000
 0   0   0   0   0   0   0   7  -7   0   0   0   0   2   0.0000   0.0003    0.0001   0.0000
 0   0   0   0   0   0   0   6  -5   0   0   0   0   2  -0.0006   0.0003    0.0001   0.0003
 0   0   0   0   0   0   7  -8   0   0   0   0   0   0   0.0000   0.0006    0.0000   0.0000
 0   0   0   0   0   0   0   5  -3   0   0   0   0   2  -0.0010   0.0000    0.0000   0.0004
 0   0   0   0   0   0   4  -3   0   0   0   0   0   2   0.0000   0.0009    0.0004   0.0000
 0   0   0   0   0   0   1   2   0   0   0   0   0   2   0.0004   0.0017    0.0007  -0.0002
 0   0   0   0   0   0  -9  11   0   0   0   0   0   2   0.0034   0.0000    0.0000  -0.0015
 0   0   0   0   0   0  -9  11   0   0   0   0   0   1   0.0000   0.0005    0.0003   0.0000
 0   0   0   0   0   0   0   4   0  -4   0   0   0   2  -0.0005   0.0000    0.0000   0.0002
 0   0   0   0   0   0   0   4   0  -3   0   0   0   2  -0.0037  -0.0007   -0.0003   0.0016
 0   0   0   0   0   0  -6   6   0   0   0   0   0   1   0.0003   0.0013    0.0007  -0.0002
 0   0   0   0   0   0   6  -6   0   0   0   0   0   0   0.0040   0.0000    0.0000   0.0000
 0   0   0   0   0   0   6  -6   0   0   0   0   0   1   0.0000  -0.0003   -0.0002   0.0000
 0   0   0   0   0   0   0   4   0  -2   0   0   0   2  -0.0184  -0.0003   -0.0001   0.0080
 0   0   0   0   0   0   0   6  -4   0   0   0   0   2  -0.0003   0.0000    0.0000   0.0001
 0   0   0   0   0   0   3  -1   0   0   0   0   0   0  -0.0003   0.0000    0.0000   0.0000
 0   0   0   0   0   0   3  -1   0   0   0   0   0   1   0.0000  -0.0010   -0.0006  -0.0001
 0   0   0   0   0   0   3  -1   0   0   0   0   0   2   0.0031  -0.0006    0.0000  -0.0013
 0   0   0   0   0   0   0   4   0  -1   0   0   0   2  -0.0003  -0.0032   -0.0014   0.0001
 0   0   0   0   0   0   0   4   0   0  -2   0   0   2  -0.0007   0.0000    0.0000   0.0003
 0   0   0   0   0   0   0   5  -2   0   0   0   0   2   0.0000  -0.0008   -0.0004   0.0000
 0   0   0   0   0   0   0   4   0   0   0   0   0   0   0.0003  -0.0004    0.0000   0.0000
 0   0   0   0   0   0   8  -9   0   0   0   0   0   0   0.0000   0.0004    0.0000   0.0000
 0   0   0   0   0   0   5  -4   0   0   0   0   0   2   0.0000   0.0003    0.0001   0.0000
 0   0   0   0   0   0   2   1   0   0   0   0   0   2   0.0019  -0.0023   -0.0010   0.0002
 0   0   0   0   0   0   2   1   0   0   0   0   0   1   0.0000   0.0000    0.0000  -0.0010
 0   0   0   0   0   0   2   1   0   0   0   0   0   1   0.0000   0.0003    0.0002   0.0000
 0   0   0   0   0   0  -7   7   0   0   0   0   0   1   0.0000   0.0009    0.0005  -0.0001
 0   0   0   0   0   0   7  -7   0   0   0   0   0   0   0.0028   0.0000    0.0000   0.0000
 0   0   0   0   0   0   4  -2   0   0   0   0   0   1   0.0000  -0.0007   -0.0004   0.0000
 0   0   0   0   0   0   4  -2   0   0   0   0   0   2   0.0008  -0.0004    0.0000  -0.0004
 0   0   0   0   0   0   4  -2   0   0   0   0   0   0   0.0000   0.0000   -0.0002   0.0000
 0   0   0   0   0   0   4  -2   0   0   0   0   0   0   0.0000   0.0003    0.0000   0.0000
 0   0   0   0   0   0   0   5   0  -4   0   0   0   2  -0.0003   0.0000    0.0000   0.0001
 0   0   0   0   0   0   0   5   0  -3   0   0   0   2  -0.0009   0.0000    0.0001   0.0004
 0   0   0   0   0   0   0   5   0  -2   0   0   0   2   0.0003   0.0012    0.0005  -0.0001
 0   0   0   0   0   0   3   0   0   0   0   0   0   2   0.0017  -0.0003   -0.0001   0.0000
 0   0   0   0   0   0  -8   8   0   0   0   0   0   1   0.0000   0.0007    0.0004   0.0000
 0   0   0   0   0   0   8  -8   0   0   0   0   0   0   0.0019   0.0000    0.0000   0.0000
 0   0   0   0   0   0   5  -3   0   0   0   0   0   1   0.0000  -0.0005   -0.0003   0.0000
 0   0   0   0   0   0   5  -3   0   0   0   0   0   2   0.0014  -0.0003    0.0000  -0.0001
 0   0   0   0   0   0  -9   9   0   0   0   0   0   1   0.0000   0.0000   -0.0001   0.0000
 0   0   0   0   0   0  -9   9   0   0   0   0   0   1   0.0000   0.0000    0.0000  -0.0005
 0   0   0   0   0   0  -9   9   0   0   0   0   0   1   0.0000   0.0005    0.0003   0.0000
 0   0   0   0   0   0   9  -9   0   0   0   0   0   0   0.0013   0.0000    0.0000   0.0000
 0   0   0   0   0   0   6  -4   0   0   0   0   0   1   0.0000  -0.0003   -0.0002   0.0000
 0   0   0   0   0   0   0   6   0   0   0   0   0   2   0.0002   0.0009    0.0004   0.0003
 0   0   0   0   0   0   0   6   0   0   0   0   0   0   0.0000   0.0000    0.0000  -0.0004
 0   0   0   0   0   0   0   6   0   0   0   0   0   0   0.0008   0.0000    0.0000   0.0000
 0   0   0   0   0   0   0   6   0   0   0   0   0   1   0.0000   0.0004    0.0002   0.0000
 0   0   0   0   0   0   0   6   0   0   0   0   0   2   0.0006   0.0000    0.0000  -0.0003
 0   0   0   0   0   0   0   6   0   0   0   0   0   0   0.0006   0.0000    0.0000   0.0000
 0   0   0   0   0   0   0   6   0   0   0   0   0   1   0.0000   0.0003    0.0001   0.0000
 0   0   0   0   0   0   0   6   0   0   0   0   0   2   0.0005   0.0000    0.0000  -0.0002
 0   0   0   0   0   0   0   0   0   0   0   0   0   2   0.0003   0.0000    0.0000  -0.0001
 1   0   0  -2   0   0   0   2   0  -2   0   0   0   0  -0.0003   0.0000    0.0000   0.0000
 1   0   0  -2   0   0   2  -2   0   0   0   0   0   0   0.0006   0.0000    0.0000   0.0000
 1   0   0  -2   0   0   0   1   0  -1   0   0   0   0   0.0007   0.0000    0.0000   0.0000
 1   0   0  -2   0   0   1  -1   0   0   0   0   0   0  -0.0004   0.0000    0.0000   0.0000
-1   0   0   0   0   0   3  -3   0   0   0   0   0   0   0.0004   0.0000    0.0000   0.0000
-1   0   0   0   0   0   0   2   0  -2   0   0   0   0   0.0006   0.0000    0.0000   0.0000
-1   0   0   2   0   0   0   4  -8   3   0   0   0   0   0.0000  -0.0004    0.0000   0.0000
 1   0   0  -2   0   0   0   4  -8   3   0   0   0   0   0.0000  -0.0004    0.0000   0.0000
-2   0   0   2   0   0   0   4  -8   3   0   0   0   0   0.0005   0.0000    0.0000   0.0000
-1   0   0   0   0   0   0   2   0  -3   0   0   0   0  -0.0003   0.0000    0.0000   0.0000
-1   0   0   0   0   0   0   1   0  -1   0   0   0   0   0.0004   0.0000    0.0000   0.0000
-1   0   0   0   0   0   1  -1   0   0   0   0   0   0  -0.0005   0.0000    0.0000   0.0000
-1   0   0   2   0   0   2  -2   0   0   0   0   0   0   0.0004   0.0000    0.0000   0.0000
 1   0  -1   1   0   0   0   1   0   0   0   0   0   0   0.0000   0.0003    0.0000   0.0000
-1   0   0   2   0   0   0   2   0  -3   0   0   0   0   0.0013   0.0000    0.0000   0.0000
-2   0   0   0   0   0   0   2   0  -3   0   0   0   0   0.0021   0.0011    0.0000   0.0000
 1   0   0   0   0   0   0   4  -8   3   0   0   0   0   0.0000  -0.0005    0.0000   0.0000
-1   0   1  -1   1   0   0  -1   0   0   0   0   0   0   0.0000  -0.0005   -0.0002   0.0000
 1   0   1  -1   1   0   0  -1   0   0   0   0   0   0   0.0000   0.0005    0.0003   0.0000
-1   0   0   0   0   0   0   4  -8   3   0   0   0   0   0.0000  -0.0005    0.0000   0.0000
-1   0   0   2   1   0   0   2   0  -2   0   0   0   0  -0.0003   0.0000    0.0000   0.0002
 0   0   0   0   0   0   0   2   0  -2   0   0   0   0   0.0020   0.0010    0.0000   0.0000
-1   0   0   2   0   0   0   2   0  -2   0   0   0   0  -0.0034   0.0000    0.0000   0.0000
-1   0   0   2   0   0   3  -3   0   0   0   0   0   0  -0.0019   0.0000    0.0000   0.0000
 1   0   0  -2   1   0   0  -2   0   2   0   0   0   0   0.0003   0.0000    0.0000  -0.0002
 1   0   2  -2   2   0  -3   3   0   0   0   0   0   0  -0.0003   0.0000    0.0000   0.0001
 1   0   2  -2   2   0   0  -2   0   2   0   0   0   0  -0.0006   0.0000    0.0000   0.0003
 1   0   0   0   0   0   1  -1   0   0   0   0   0   0  -0.0004   0.0000    0.0000   0.0000
 1   0   0   0   0   0   0   1   0  -1   0   0   0   0   0.0003   0.0000    0.0000   0.0000
 0   0   0  -2   0   0   2  -2   0   0   0   0   0   0   0.0003   0.0000    0.0000   0.0000
 0   0   0  -2   0   0   0   1   0  -1   0   0   0   0   0.0004   0.0000    0.0000   0.0000
 0   0   2   0   2   0  -2   2   0   0   0   0   0   0   0.0003   0.0000    0.0000  -0.0001
 0   0   2   0   2   0   0  -1   0   1   0   0   0   0   0.0006   0.0000    0.0000  -0.0003
 0   0   2   0   2   0  -1   1   0   0   0   0   0   0  -0.0008   0.0000    0.0000   0.0003
 0   0   2   0   2   0  -2   3   0   0   0   0   0   0   0.0000   0.0003    0.0001   0.0000
 0   0   0   2   0   0   0   2   0  -2   0   0   0   0  -0.0003   0.0000    0.0000   0.0000
 0   0   1   1   2   0   0   1   0   0   0   0   0   0   0.0000  -0.0003   -0.0002   0.0000
 1   0   2   0   2   0   0   1   0   0   0   0   0   0   0.0126  -0.0063   -0.0027  -0.0055
-1   0   2   0   2   0  10  -3   0   0   0   0   0   0  -0.0005   0.0000    0.0001   0.0002
 0   0   1   1   1   0   0   1   0   0   0   0   0   0  -0.0003   0.0028    0.0015   0.0002
 1   0   2   0   2   0   0   1   0   0   0   0   0   0   0.0005   0.0000    0.0001  -0.0002
 0   0   2   0   2   0   0   4  -8   3   0   0   0   0   0.0000   0.0009    0.0004   0.0001
 0   0   2   0   2   0   0  -4   8  -3   0   0   0   0   0.0000   0.0009    0.0004  -0.0001
-1   0   2   0   2   0   0  -4   8  -3   0   0   0   0  -0.0126  -0.0063   -0.0027   0.0055
 2   0   2  -2   2   0   0  -2   0   3   0   0   0   0   0.0003   0.0000    0.0000  -0.0001
 1   0   2   0   1   0   0  -2   0   3   0   0   0   0   0.0021  -0.0011   -0.0006  -0.0011
 0   0   1   1   0   0   0   1   0   0   0   0   0   0   0.0000  -0.0004    0.0000   0.0000
-1   0   2   0   1   0   0   1   0   0   0   0   0   0  -0.0021  -0.0011   -0.0006   0.0011
-2   0   2   2   2   0   0   2   0  -2   0   0   0   0  -0.0003   0.0000    0.0000   0.0001
 0   0   2   0   2   0   2  -3   0   0   0   0   0   0   0.0000   0.0003    0.0001   0.0000
 0   0   2   0   2   0   1  -1   0   0   0   0   0   0   0.0008   0.0000    0.0000  -0.0004
 0   0   2   0   2   0   0   1   0  -1   0   0   0   0  -0.0006   0.0000    0.0000   0.0003
 0   0   2   0   2   0   2  -2   0   0   0   0   0   0  -0.0003   0.0000    0.0000   0.0001
-1   0   2   2   2   0   0  -1   0   1   0   0   0   0   0.0003   0.0000    0.0000  -0.0001
 1   0   2   0   2   0  -1   1   0   0   0   0   0   0  -0.0003   0.0000    0.0000   0.0001
-1   0   2   2   2   0   0   2   0  -3   0   0   0   0  -0.0005   0.0000    0.0000   0.0002
 2   0   2   0   2   0   0   2   0  -3   0   0   0   0   0.0024  -0.0012   -0.0005  -0.0011
 1   0   2   0   2   0   0  -4   8  -3   0   0   0   0   0.0000   0.0003    0.0001   0.0000
 1   0   2   0   2   0   0   4  -8   3   0   0   0   0   0.0000   0.0003    0.0001   0.0000
 1   0   1   1   1   0   0   1   0   0   0   0   0   0   0.0000   0.0003    0.0002   0.0000
 0   0   2   0   2   0   0   1   0   0   0   0   0   0  -0.0024  -0.0012   -0.0005   0.0010
 2   0   2   0   1   0   0   1   0   0   0   0   0   0   0.0004   0.0000   -0.0001  -0.0002
-1   0   2   2   2   0   0   2   0  -2   0   0   0   0   0.0013   0.0000    0.0000  -0.0006
-1   0   2   2   2   0   3  -3   0   0   0   0   0   0   0.0007   0.0000    0.0000  -0.0003
 1   0   2   0   2   0   1  -1   0   0   0   0   0   0   0.0003   0.0000    0.0000  -0.0001
 0   0   2   2   2   0   0   2   0  -2   0   0   0   0   0.0003   0.0000    0.0000  -0.0001

